variable_name,data_group,variable1,variable1_definition,variable2,variable2_definition,code1,code1_definition,code2,code2_definition
BPL1_21_EMPSTAT_3,ACS Person,BPL1,"BPL1 indicates the U.S. state, the outlying U.S. area or territory, or the foreign country where the person was born. Re-coded from BPL.",EMPSTAT,"EMPSTAT is a personal variable that indicates whether the respondent was a part of the labor force -- working or seeking work -- and, if so, whether the respondent was currently unemployed.",21,Kentucky,3,Not in labor force
BPL1_21_GRADEATT_0,ACS Person,BPL1,"BPL1 indicates the U.S. state, the outlying U.S. area or territory, or the foreign country where the person was born. Re-coded from BPL.",GRADEATT,GRADEATT reports the grade or level of recent schooling for people who attended regular school or college at the time of interview,21,Kentucky,0,N/A
BPL1_21_GRADEATT_1,ACS Person,BPL1,"BPL1 indicates the U.S. state, the outlying U.S. area or territory, or the foreign country where the person was born. Re-coded from BPL.",GRADEATT,GRADEATT reports the grade or level of recent schooling for people who attended regular school or college at the time of interview,21,Kentucky,1,Nursery school/preschool
BPL1_21_GRADEATT_2,ACS Person,BPL1,"BPL1 indicates the U.S. state, the outlying U.S. area or territory, or the foreign country where the person was born. Re-coded from BPL.",GRADEATT,GRADEATT reports the grade or level of recent schooling for people who attended regular school or college at the time of interview,21,Kentucky,2,Kindergarten
BPL1_21_GRADEATT_3,ACS Person,BPL1,"BPL1 indicates the U.S. state, the outlying U.S. area or territory, or the foreign country where the person was born. Re-coded from BPL.",GRADEATT,GRADEATT reports the grade or level of recent schooling for people who attended regular school or college at the time of interview,21,Kentucky,3,Grade 1 to grade 4
BPL1_21_GRADEATT_4,ACS Person,BPL1,"BPL1 indicates the U.S. state, the outlying U.S. area or territory, or the foreign country where the person was born. Re-coded from BPL.",GRADEATT,GRADEATT reports the grade or level of recent schooling for people who attended regular school or college at the time of interview,21,Kentucky,4,Grade 5 to grade 8
BPL1_21_GRADEATT_5,ACS Person,BPL1,"BPL1 indicates the U.S. state, the outlying U.S. area or territory, or the foreign country where the person was born. Re-coded from BPL.",GRADEATT,GRADEATT reports the grade or level of recent schooling for people who attended regular school or college at the time of interview,21,Kentucky,5,Grade 9 to grade 12
BPL1_21_GRADEATT_6,ACS Person,BPL1,"BPL1 indicates the U.S. state, the outlying U.S. area or territory, or the foreign country where the person was born. Re-coded from BPL.",GRADEATT,GRADEATT reports the grade or level of recent schooling for people who attended regular school or college at the time of interview,21,Kentucky,6,College undergraduate
BPL1_21_GRADEATT_7,ACS Person,BPL1,"BPL1 indicates the U.S. state, the outlying U.S. area or territory, or the foreign country where the person was born. Re-coded from BPL.",GRADEATT,GRADEATT reports the grade or level of recent schooling for people who attended regular school or college at the time of interview,21,Kentucky,7,Graduate or professional school
BPL1_21_SCHLTYPE1_No_NA,ACS Person,BPL1,"BPL1 indicates the U.S. state, the outlying U.S. area or territory, or the foreign country where the person was born. Re-coded from BPL.",SCHLTYPE1,SCHLTYPE indicates whether respondents attending school were enrolled in a public or a private school. Re-coded from SCHLTYPE,21,Kentucky,No_NA,N/A or not enrolled
BPL1_21_SCHLTYPE1_Private,ACS Person,BPL1,"BPL1 indicates the U.S. state, the outlying U.S. area or territory, or the foreign country where the person was born. Re-coded from BPL.",SCHLTYPE1,SCHLTYPE indicates whether respondents attending school were enrolled in a public or a private school. Re-coded from SCHLTYPE,21,Kentucky,Private,Private school
BPL1_21_SCHLTYPE1_Public,ACS Person,BPL1,"BPL1 indicates the U.S. state, the outlying U.S. area or territory, or the foreign country where the person was born. Re-coded from BPL.",SCHLTYPE1,SCHLTYPE indicates whether respondents attending school were enrolled in a public or a private school. Re-coded from SCHLTYPE,21,Kentucky,Public,Public school
BPL1_21_SPEAKENG1_NA,ACS Person,BPL1,"BPL1 indicates the U.S. state, the outlying U.S. area or territory, or the foreign country where the person was born. Re-coded from BPL.",SPEAKENG1,SPEAKENG indicates whether the respondent speaks only English at home.Re-coded from SPEAKENG,21,Kentucky,NA,NA
BPL1_21_SPEAKENG1_No,ACS Person,BPL1,"BPL1 indicates the U.S. state, the outlying U.S. area or territory, or the foreign country where the person was born. Re-coded from BPL.",SPEAKENG1,SPEAKENG indicates whether the respondent speaks only English at home.Re-coded from SPEAKENG,21,Kentucky,No,No
BPL1_21_SPEAKENG1_Yes,ACS Person,BPL1,"BPL1 indicates the U.S. state, the outlying U.S. area or territory, or the foreign country where the person was born. Re-coded from BPL.",SPEAKENG1,SPEAKENG indicates whether the respondent speaks only English at home.Re-coded from SPEAKENG,21,Kentucky,Yes,Yes
BPL1_21_TRANWORK1_50,ACS Person,BPL1,"BPL1 indicates the U.S. state, the outlying U.S. area or territory, or the foreign country where the person was born. Re-coded from BPL.",TRANWORK1,TRANWORK reports the respondent's primary means of transportation to work over the course of the previous week. Re-coded.,21,Kentucky,50,Walked only
BPL1_21_TRANWORK1_Auto,ACS Person,BPL1,"BPL1 indicates the U.S. state, the outlying U.S. area or territory, or the foreign country where the person was born. Re-coded from BPL.",TRANWORK1,TRANWORK reports the respondent's primary means of transportation to work over the course of the previous week. Re-coded.,21,Kentucky,Auto,Automobile
BPL1_21_TRANWORK1_Bus,ACS Person,BPL1,"BPL1 indicates the U.S. state, the outlying U.S. area or territory, or the foreign country where the person was born. Re-coded from BPL.",TRANWORK1,TRANWORK reports the respondent's primary means of transportation to work over the course of the previous week. Re-coded.,21,Kentucky,Bus,Bus
BPL1_21_TRANWORK1_NA,ACS Person,BPL1,"BPL1 indicates the U.S. state, the outlying U.S. area or territory, or the foreign country where the person was born. Re-coded from BPL.",TRANWORK1,TRANWORK reports the respondent's primary means of transportation to work over the course of the previous week. Re-coded.,21,Kentucky,NA,N/A
BPL1_21_TRANWORK1_Other,ACS Person,BPL1,"BPL1 indicates the U.S. state, the outlying U.S. area or territory, or the foreign country where the person was born. Re-coded from BPL.",TRANWORK1,TRANWORK reports the respondent's primary means of transportation to work over the course of the previous week. Re-coded.,21,Kentucky,Other,Other
BPL1_21_TRANWORK1_Subway,ACS Person,BPL1,"BPL1 indicates the U.S. state, the outlying U.S. area or territory, or the foreign country where the person was born. Re-coded from BPL.",TRANWORK1,TRANWORK reports the respondent's primary means of transportation to work over the course of the previous week. Re-coded.,21,Kentucky,Subway,Subway or elevated
BPL1_21_TRANWORK1_WFH,ACS Person,BPL1,"BPL1 indicates the U.S. state, the outlying U.S. area or territory, or the foreign country where the person was born. Re-coded from BPL.",TRANWORK1,TRANWORK reports the respondent's primary means of transportation to work over the course of the previous week. Re-coded.,21,Kentucky,WFH,Worked at home
BPL1_21_VETSTAT_0,ACS Person,BPL1,"BPL1 indicates the U.S. state, the outlying U.S. area or territory, or the foreign country where the person was born. Re-coded from BPL.",VETSTAT,VETSTAT indicates whether individuals served in the military forces of the United States,21,Kentucky,0,N/A
BPL1_21_VETSTAT_1,ACS Person,BPL1,"BPL1 indicates the U.S. state, the outlying U.S. area or territory, or the foreign country where the person was born. Re-coded from BPL.",VETSTAT,VETSTAT indicates whether individuals served in the military forces of the United States,21,Kentucky,1,Not a veteran
BPL1_21_VETSTAT_2,ACS Person,BPL1,"BPL1 indicates the U.S. state, the outlying U.S. area or territory, or the foreign country where the person was born. Re-coded from BPL.",VETSTAT,VETSTAT indicates whether individuals served in the military forces of the United States,21,Kentucky,2,Veteran
BPL1_22_CARPOOL_0,ACS Person,BPL1,"BPL1 indicates the U.S. state, the outlying U.S. area or territory, or the foreign country where the person was born. Re-coded from BPL.",CARPOOL,CARPOOL indicates whether the respondent usually rode to work in a carpool (with at least one other worker) during the previous week.,22,Louisiana,0,N/A
BPL1_22_CARPOOL_1,ACS Person,BPL1,"BPL1 indicates the U.S. state, the outlying U.S. area or territory, or the foreign country where the person was born. Re-coded from BPL.",CARPOOL,CARPOOL indicates whether the respondent usually rode to work in a carpool (with at least one other worker) during the previous week.,22,Louisiana,1,Drives alone
BPL1_22_CARPOOL_2,ACS Person,BPL1,"BPL1 indicates the U.S. state, the outlying U.S. area or territory, or the foreign country where the person was born. Re-coded from BPL.",CARPOOL,CARPOOL indicates whether the respondent usually rode to work in a carpool (with at least one other worker) during the previous week.,22,Louisiana,2,Carpools
BPL1_22_CITIZEN_0,ACS Person,BPL1,"BPL1 indicates the U.S. state, the outlying U.S. area or territory, or the foreign country where the person was born. Re-coded from BPL.",CITIZEN,CITIZEN is a personal variable that reports whether respondents are naturalized citizens or non-citizens.,22,Louisiana,0,N/A
BPL1_22_CLASSWKR_0,ACS Person,BPL1,"BPL1 indicates the U.S. state, the outlying U.S. area or territory, or the foreign country where the person was born. Re-coded from BPL.",CLASSWKR,CLASSWKR indicates whether respondents worked for their own enterprise(s) or for someone else as employees.,22,Louisiana,0,N/A
BPL1_22_CLASSWKR_1,ACS Person,BPL1,"BPL1 indicates the U.S. state, the outlying U.S. area or territory, or the foreign country where the person was born. Re-coded from BPL.",CLASSWKR,CLASSWKR indicates whether respondents worked for their own enterprise(s) or for someone else as employees.,22,Louisiana,1,Self-employed
BPL1_22_CLASSWKR_2,ACS Person,BPL1,"BPL1 indicates the U.S. state, the outlying U.S. area or territory, or the foreign country where the person was born. Re-coded from BPL.",CLASSWKR,CLASSWKR indicates whether respondents worked for their own enterprise(s) or for someone else as employees.,22,Louisiana,2,Works for wages
BPL1_22_COMMUSE_0,ACS Person,BPL1,"BPL1 indicates the U.S. state, the outlying U.S. area or territory, or the foreign country where the person was born. Re-coded from BPL.",COMMUSE,COMMUSE identifies housing units with a business or medical/dental office on the property.,22,Louisiana,0,N/A
BPL1_22_COMMUSE_1,ACS Person,BPL1,"BPL1 indicates the U.S. state, the outlying U.S. area or territory, or the foreign country where the person was born. Re-coded from BPL.",COMMUSE,COMMUSE identifies housing units with a business or medical/dental office on the property.,22,Louisiana,1,No commercial use
BPL1_22_COMMUSE_2,ACS Person,BPL1,"BPL1 indicates the U.S. state, the outlying U.S. area or territory, or the foreign country where the person was born. Re-coded from BPL.",COMMUSE,COMMUSE identifies housing units with a business or medical/dental office on the property.,22,Louisiana,2,"Yes, used commercially"
BPL1_22_DIFFCARE_0,ACS Person,BPL1,"BPL1 indicates the U.S. state, the outlying U.S. area or territory, or the foreign country where the person was born. Re-coded from BPL.",DIFFCARE,DIFFCARE indicates whether respondents have any physical or mental health condition that has lasted at least 6 months,22,Louisiana,0,N/A
BPL1_22_DIFFCARE_1,ACS Person,BPL1,"BPL1 indicates the U.S. state, the outlying U.S. area or territory, or the foreign country where the person was born. Re-coded from BPL.",DIFFCARE,DIFFCARE indicates whether respondents have any physical or mental health condition that has lasted at least 6 months,22,Louisiana,1,No
BPL1_22_DIFFCARE_2,ACS Person,BPL1,"BPL1 indicates the U.S. state, the outlying U.S. area or territory, or the foreign country where the person was born. Re-coded from BPL.",DIFFCARE,DIFFCARE indicates whether respondents have any physical or mental health condition that has lasted at least 6 months,22,Louisiana,2,Yes
